[GPU 0]: Config File
{'id': 14, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 2e-05, 'T_0': 74, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [3, 5, 6, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:0][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 26m 0s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000020
[GPU cuda:0][TRAIN] Epoch: [1][50/3100], Elapsed 0m 11s (remain 11m 57s), Accuracy: 25.000(19.608), Loss: 1.563(1.661), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][100/3100], Elapsed 0m 23s (remain 11m 40s), Accuracy: 0.000(21.535), Loss: 1.702(1.636), LR: 0.000018
[GPU cuda:0][TRAIN] Epoch: [1][150/3100], Elapsed 0m 35s (remain 11m 27s), Accuracy: 25.000(21.523), Loss: 1.479(1.621), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][200/3100], Elapsed 0m 46s (remain 11m 15s), Accuracy: 50.000(22.886), Loss: 1.421(1.611), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][250/3100], Elapsed 0m 58s (remain 11m 3s), Accuracy: 0.000(24.801), Loss: 1.868(1.593), LR: 0.000020
[GPU cuda:0][TRAIN] Epoch: [1][300/3100], Elapsed 1m 10s (remain 10m 51s), Accuracy: 0.000(27.492), Loss: 1.798(1.559), LR: 0.000017
[GPU cuda:0][TRAIN] Epoch: [1][350/3100], Elapsed 1m 21s (remain 10m 39s), Accuracy: 50.000(29.487), Loss: 1.170(1.513), LR: 0.000012
[GPU cuda:0][TRAIN] Epoch: [1][400/3100], Elapsed 1m 33s (remain 10m 27s), Accuracy: 50.000(31.858), Loss: 1.138(1.465), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][450/3100], Elapsed 1m 44s (remain 10m 15s), Accuracy: 75.000(34.313), Loss: 0.769(1.422), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][500/3100], Elapsed 1m 56s (remain 10m 3s), Accuracy: 50.000(36.128), Loss: 0.783(1.384), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][550/3100], Elapsed 2m 8s (remain 9m 52s), Accuracy: 25.000(37.613), Loss: 1.403(1.358), LR: 0.000020
[GPU cuda:0][TRAIN] Epoch: [1][600/3100], Elapsed 2m 19s (remain 9m 40s), Accuracy: 75.000(38.519), Loss: 0.891(1.343), LR: 0.000019
[GPU cuda:0][TRAIN] Epoch: [1][650/3100], Elapsed 2m 31s (remain 9m 28s), Accuracy: 75.000(39.631), Loss: 0.552(1.325), LR: 0.000018
