[GPU 1]: Config File
{'id': 3, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 5e-05, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 21m 31s), Accuracy: 0.000(0.000), Loss: 1.758(1.758), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 36s), Accuracy: 40.000(21.176), Loss: 1.590(1.655), LR: 0.000043
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 28s (remain 11m 19s), Accuracy: 40.000(20.198), Loss: 1.579(1.638), LR: 0.000025
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 43s (remain 11m 3s), Accuracy: 40.000(20.530), Loss: 1.604(1.629), LR: 0.000008
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 57s (remain 10m 48s), Accuracy: 20.000(22.090), Loss: 1.598(1.624), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 11s (remain 10m 34s), Accuracy: 20.000(22.789), Loss: 1.567(1.620), LR: 0.000048
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 25s (remain 10m 19s), Accuracy: 20.000(22.591), Loss: 1.583(1.617), LR: 0.000043
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 39s (remain 10m 5s), Accuracy: 80.000(24.160), Loss: 0.980(1.596), LR: 0.000035
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 53s (remain 9m 50s), Accuracy: 40.000(26.135), Loss: 1.210(1.573), LR: 0.000025
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 8s (remain 9m 36s), Accuracy: 40.000(27.805), Loss: 1.543(1.541), LR: 0.000016
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 22s (remain 9m 21s), Accuracy: 40.000(29.741), Loss: 1.393(1.504), LR: 0.000008
[GPU cuda:1][TRAIN] Epoch: [1][550/2480], Elapsed 2m 36s (remain 9m 7s), Accuracy: 100.000(32.015), Loss: 0.572(1.466), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][600/2480], Elapsed 2m 50s (remain 8m 53s), Accuracy: 100.000(34.343), Loss: 0.324(1.430), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][650/2480], Elapsed 3m 4s (remain 8m 39s), Accuracy: 80.000(34.962), Loss: 0.894(1.418), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][700/2480], Elapsed 3m 19s (remain 8m 25s), Accuracy: 40.000(35.635), Loss: 1.087(1.408), LR: 0.000048
[GPU cuda:1][TRAIN] Epoch: [1][750/2480], Elapsed 3m 33s (remain 8m 10s), Accuracy: 20.000(36.085), Loss: 1.274(1.396), LR: 0.000046
[GPU cuda:1][TRAIN] Epoch: [1][800/2480], Elapsed 3m 47s (remain 7m 56s), Accuracy: 60.000(37.154), Loss: 0.966(1.373), LR: 0.000043
[GPU cuda:1][TRAIN] Epoch: [1][850/2480], Elapsed 4m 1s (remain 7m 42s), Accuracy: 40.000(38.214), Loss: 1.090(1.353), LR: 0.000039
[GPU cuda:1][TRAIN] Epoch: [1][900/2480], Elapsed 4m 15s (remain 7m 28s), Accuracy: 80.000(39.223), Loss: 1.139(1.334), LR: 0.000035
[GPU cuda:1][TRAIN] Epoch: [1][950/2480], Elapsed 4m 29s (remain 7m 13s), Accuracy: 40.000(39.642), Loss: 1.123(1.323), LR: 0.000030
[GPU cuda:1][TRAIN] Epoch: [1][1000/2480], Elapsed 4m 44s (remain 6m 59s), Accuracy: 0.000(40.220), Loss: 1.542(1.307), LR: 0.000025
[GPU cuda:1][TRAIN] Epoch: [1][1050/2480], Elapsed 4m 58s (remain 6m 45s), Accuracy: 20.000(40.951), Loss: 1.453(1.294), LR: 0.000021
[GPU cuda:1][TRAIN] Epoch: [1][1100/2480], Elapsed 5m 12s (remain 6m 31s), Accuracy: 80.000(41.998), Loss: 0.548(1.274), LR: 0.000016
[GPU cuda:1][TRAIN] Epoch: [1][1150/2480], Elapsed 5m 26s (remain 6m 17s), Accuracy: 60.000(42.937), Loss: 0.767(1.256), LR: 0.000012
[GPU cuda:1][TRAIN] Epoch: [1][1200/2480], Elapsed 5m 40s (remain 6m 2s), Accuracy: 80.000(44.113), Loss: 0.719(1.236), LR: 0.000008
[GPU cuda:1][TRAIN] Epoch: [1][1250/2480], Elapsed 5m 54s (remain 5m 48s), Accuracy: 40.000(44.860), Loss: 1.008(1.220), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][1300/2480], Elapsed 6m 9s (remain 5m 34s), Accuracy: 40.000(45.842), Loss: 1.922(1.202), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][1350/2480], Elapsed 6m 23s (remain 5m 20s), Accuracy: 80.000(46.528), Loss: 0.469(1.188), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1400/2480], Elapsed 6m 37s (remain 5m 6s), Accuracy: 100.000(47.195), Loss: 0.492(1.177), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][1450/2480], Elapsed 6m 51s (remain 4m 51s), Accuracy: 80.000(47.443), Loss: 0.768(1.173), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][1500/2480], Elapsed 7m 5s (remain 4m 37s), Accuracy: 80.000(47.755), Loss: 0.766(1.168), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][1550/2480], Elapsed 7m 19s (remain 4m 23s), Accuracy: 60.000(47.917), Loss: 0.794(1.164), LR: 0.000049
[GPU cuda:1][TRAIN] Epoch: [1][1600/2480], Elapsed 7m 34s (remain 4m 9s), Accuracy: 60.000(48.232), Loss: 0.924(1.159), LR: 0.000048
[GPU cuda:1][TRAIN] Epoch: [1][1650/2480], Elapsed 7m 48s (remain 3m 55s), Accuracy: 100.000(48.625), Loss: 0.428(1.150), LR: 0.000047
[GPU cuda:1][TRAIN] Epoch: [1][1700/2480], Elapsed 8m 2s (remain 3m 40s), Accuracy: 80.000(48.924), Loss: 0.536(1.144), LR: 0.000046
[GPU cuda:1][TRAIN] Epoch: [1][1750/2480], Elapsed 8m 16s (remain 3m 26s), Accuracy: 20.000(49.343), Loss: 1.821(1.138), LR: 0.000044
[GPU cuda:1][TRAIN] Epoch: [1][1800/2480], Elapsed 8m 30s (remain 3m 12s), Accuracy: 60.000(49.473), Loss: 1.009(1.136), LR: 0.000043
[GPU cuda:1][TRAIN] Epoch: [1][1850/2480], Elapsed 8m 45s (remain 2m 58s), Accuracy: 20.000(49.595), Loss: 1.222(1.133), LR: 0.000041
[GPU cuda:1][TRAIN] Epoch: [1][1900/2480], Elapsed 8m 59s (remain 2m 44s), Accuracy: 60.000(49.784), Loss: 0.642(1.127), LR: 0.000039
[GPU cuda:1][TRAIN] Epoch: [1][1950/2480], Elapsed 9m 13s (remain 2m 30s), Accuracy: 80.000(49.964), Loss: 0.598(1.124), LR: 0.000037
[GPU cuda:1][TRAIN] Epoch: [1][2000/2480], Elapsed 9m 27s (remain 2m 15s), Accuracy: 40.000(50.235), Loss: 1.285(1.119), LR: 0.000035
[GPU cuda:1][TRAIN] Epoch: [1][2050/2480], Elapsed 9m 41s (remain 2m 1s), Accuracy: 40.000(50.356), Loss: 1.379(1.117), LR: 0.000033
[GPU cuda:1][TRAIN] Epoch: [1][2100/2480], Elapsed 9m 56s (remain 1m 47s), Accuracy: 80.000(50.681), Loss: 0.965(1.111), LR: 0.000030
[GPU cuda:1][TRAIN] Epoch: [1][2150/2480], Elapsed 10m 10s (remain 1m 33s), Accuracy: 40.000(50.944), Loss: 1.289(1.105), LR: 0.000028
[GPU cuda:1][TRAIN] Epoch: [1][2200/2480], Elapsed 10m 24s (remain 1m 19s), Accuracy: 40.000(51.331), Loss: 1.024(1.098), LR: 0.000025
[GPU cuda:1][TRAIN] Epoch: [1][2250/2480], Elapsed 10m 38s (remain 1m 4s), Accuracy: 60.000(51.586), Loss: 0.995(1.093), LR: 0.000023
[GPU cuda:1][TRAIN] Epoch: [1][2300/2480], Elapsed 10m 53s (remain 0m 50s), Accuracy: 80.000(51.960), Loss: 0.605(1.086), LR: 0.000021
[GPU cuda:1][TRAIN] Epoch: [1][2350/2480], Elapsed 11m 7s (remain 0m 36s), Accuracy: 80.000(52.216), Loss: 0.725(1.081), LR: 0.000018
[GPU cuda:1][TRAIN] Epoch: [1][2400/2480], Elapsed 11m 21s (remain 0m 22s), Accuracy: 80.000(52.595), Loss: 0.957(1.075), LR: 0.000016
