[GPU 1]: Config File
{'id': 26, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 0.0001, 'T_0': 500, 'T_max': 10, 'T_mult': 5, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 21m 2s), Accuracy: 0.000(0.000), Loss: 1.750(1.750), LR: 0.000100
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 35s), Accuracy: 40.000(17.647), Loss: 1.591(1.655), LR: 0.000097
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 28s (remain 11m 18s), Accuracy: 0.000(19.010), Loss: 1.653(1.641), LR: 0.000090
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 43s (remain 11m 3s), Accuracy: 0.000(18.675), Loss: 1.590(1.637), LR: 0.000079
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 57s (remain 10m 48s), Accuracy: 0.000(18.706), Loss: 1.694(1.634), LR: 0.000066
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 11s (remain 10m 34s), Accuracy: 20.000(18.964), Loss: 1.598(1.632), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 25s (remain 10m 19s), Accuracy: 20.000(19.535), Loss: 1.606(1.629), LR: 0.000035
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 39s (remain 10m 5s), Accuracy: 20.000(20.228), Loss: 1.550(1.625), LR: 0.000021
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 54s (remain 9m 51s), Accuracy: 20.000(20.798), Loss: 1.512(1.622), LR: 0.000010
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 8s (remain 9m 37s), Accuracy: 60.000(21.419), Loss: 1.500(1.621), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 22s (remain 9m 22s), Accuracy: 0.000(22.156), Loss: 1.668(1.619), LR: 0.000100
[GPU cuda:1][TRAIN] Epoch: [1][550/2480], Elapsed 2m 36s (remain 9m 8s), Accuracy: 60.000(22.650), Loss: 1.542(1.618), LR: 0.000100
[GPU cuda:1][TRAIN] Epoch: [1][600/2480], Elapsed 2m 50s (remain 8m 54s), Accuracy: 20.000(22.729), Loss: 1.433(1.618), LR: 0.000100
[GPU cuda:1][TRAIN] Epoch: [1][650/2480], Elapsed 3m 5s (remain 8m 39s), Accuracy: 40.000(22.181), Loss: 1.523(1.619), LR: 0.000099
[GPU cuda:1][TRAIN] Epoch: [1][700/2480], Elapsed 3m 19s (remain 8m 25s), Accuracy: 0.000(22.311), Loss: 1.579(1.619), LR: 0.000098
[GPU cuda:1][TRAIN] Epoch: [1][750/2480], Elapsed 3m 33s (remain 8m 11s), Accuracy: 20.000(22.290), Loss: 1.614(1.619), LR: 0.000098
[GPU cuda:1][TRAIN] Epoch: [1][800/2480], Elapsed 3m 47s (remain 7m 57s), Accuracy: 20.000(22.722), Loss: 1.735(1.618), LR: 0.000097
[GPU cuda:1][TRAIN] Epoch: [1][850/2480], Elapsed 4m 1s (remain 7m 43s), Accuracy: 20.000(22.797), Loss: 1.538(1.618), LR: 0.000095
[GPU cuda:1][TRAIN] Epoch: [1][900/2480], Elapsed 4m 16s (remain 7m 28s), Accuracy: 0.000(22.730), Loss: 1.680(1.618), LR: 0.000094
[GPU cuda:1][TRAIN] Epoch: [1][950/2480], Elapsed 4m 30s (remain 7m 14s), Accuracy: 40.000(22.755), Loss: 1.511(1.617), LR: 0.000092
[GPU cuda:1][TRAIN] Epoch: [1][1000/2480], Elapsed 4m 44s (remain 7m 0s), Accuracy: 20.000(22.677), Loss: 1.650(1.617), LR: 0.000091
