[GPU 1]: Config File
{'id': 11, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'OneCycleLR', 'LR': 8e-06, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 8e-06, 'no_batches': 3100, 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [7, 8, 9, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 23m 5s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][50/3100], Elapsed 0m 12s (remain 12m 11s), Accuracy: 50.000(16.176), Loss: 1.552(1.663), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][100/3100], Elapsed 0m 24s (remain 11m 56s), Accuracy: 50.000(16.832), Loss: 1.490(1.652), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][150/3100], Elapsed 0m 36s (remain 11m 43s), Accuracy: 25.000(17.053), Loss: 1.498(1.647), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][200/3100], Elapsed 0m 47s (remain 11m 31s), Accuracy: 50.000(16.915), Loss: 1.528(1.650), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][250/3100], Elapsed 0m 59s (remain 11m 19s), Accuracy: 25.000(17.231), Loss: 1.671(1.647), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][300/3100], Elapsed 1m 11s (remain 11m 7s), Accuracy: 25.000(17.857), Loss: 1.657(1.644), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][350/3100], Elapsed 1m 23s (remain 10m 55s), Accuracy: 50.000(18.447), Loss: 1.653(1.642), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][400/3100], Elapsed 1m 35s (remain 10m 43s), Accuracy: 0.000(18.329), Loss: 1.808(1.639), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][450/3100], Elapsed 1m 47s (remain 10m 31s), Accuracy: 25.000(18.847), Loss: 1.483(1.634), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][500/3100], Elapsed 1m 59s (remain 10m 19s), Accuracy: 25.000(19.062), Loss: 1.656(1.632), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][550/3100], Elapsed 2m 11s (remain 10m 7s), Accuracy: 0.000(19.056), Loss: 1.677(1.630), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][600/3100], Elapsed 2m 23s (remain 9m 55s), Accuracy: 25.000(19.260), Loss: 1.613(1.629), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][650/3100], Elapsed 2m 35s (remain 9m 43s), Accuracy: 25.000(19.432), Loss: 1.692(1.627), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][700/3100], Elapsed 2m 46s (remain 9m 31s), Accuracy: 75.000(19.757), Loss: 1.458(1.625), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][750/3100], Elapsed 2m 58s (remain 9m 19s), Accuracy: 50.000(20.373), Loss: 1.530(1.622), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][800/3100], Elapsed 3m 10s (remain 9m 7s), Accuracy: 25.000(20.662), Loss: 1.547(1.620), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][850/3100], Elapsed 3m 22s (remain 8m 55s), Accuracy: 25.000(21.210), Loss: 1.583(1.618), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][900/3100], Elapsed 3m 34s (remain 8m 43s), Accuracy: 50.000(21.199), Loss: 1.560(1.618), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][950/3100], Elapsed 3m 46s (remain 8m 31s), Accuracy: 25.000(21.346), Loss: 1.571(1.618), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][1000/3100], Elapsed 3m 58s (remain 8m 19s), Accuracy: 50.000(21.903), Loss: 1.572(1.616), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][1050/3100], Elapsed 4m 10s (remain 8m 7s), Accuracy: 0.000(22.122), Loss: 1.594(1.614), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][1100/3100], Elapsed 4m 21s (remain 7m 55s), Accuracy: 25.000(22.457), Loss: 1.611(1.613), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1150/3100], Elapsed 4m 33s (remain 7m 43s), Accuracy: 0.000(22.719), Loss: 1.663(1.611), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1200/3100], Elapsed 4m 45s (remain 7m 31s), Accuracy: 75.000(22.981), Loss: 1.463(1.610), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1250/3100], Elapsed 4m 57s (remain 7m 19s), Accuracy: 25.000(23.161), Loss: 1.645(1.609), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1300/3100], Elapsed 5m 9s (remain 7m 8s), Accuracy: 25.000(23.540), Loss: 1.659(1.607), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1350/3100], Elapsed 5m 21s (remain 6m 56s), Accuracy: 75.000(23.649), Loss: 1.446(1.606), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1400/3100], Elapsed 5m 33s (remain 6m 44s), Accuracy: 50.000(23.840), Loss: 1.506(1.605), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1450/3100], Elapsed 5m 45s (remain 6m 32s), Accuracy: 75.000(24.173), Loss: 1.392(1.604), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1500/3100], Elapsed 5m 57s (remain 6m 20s), Accuracy: 75.000(24.284), Loss: 1.377(1.603), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1550/3100], Elapsed 6m 8s (remain 6m 8s), Accuracy: 50.000(24.323), Loss: 1.460(1.602), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1600/3100], Elapsed 6m 20s (remain 5m 56s), Accuracy: 50.000(24.735), Loss: 1.438(1.599), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1650/3100], Elapsed 6m 32s (remain 5m 44s), Accuracy: 25.000(24.833), Loss: 1.598(1.598), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1700/3100], Elapsed 6m 44s (remain 5m 32s), Accuracy: 50.000(25.147), Loss: 1.523(1.597), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1750/3100], Elapsed 6m 56s (remain 5m 20s), Accuracy: 50.000(25.286), Loss: 1.510(1.596), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1800/3100], Elapsed 7m 8s (remain 5m 8s), Accuracy: 50.000(25.458), Loss: 1.472(1.594), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1850/3100], Elapsed 7m 20s (remain 4m 57s), Accuracy: 0.000(25.702), Loss: 1.647(1.592), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1900/3100], Elapsed 7m 32s (remain 4m 45s), Accuracy: 25.000(25.973), Loss: 1.487(1.590), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1950/3100], Elapsed 7m 44s (remain 4m 33s), Accuracy: 50.000(26.025), Loss: 1.376(1.589), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][2000/3100], Elapsed 7m 55s (remain 4m 21s), Accuracy: 0.000(26.249), Loss: 1.627(1.587), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][2050/3100], Elapsed 8m 7s (remain 4m 9s), Accuracy: 50.000(26.560), Loss: 1.415(1.584), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][2100/3100], Elapsed 8m 19s (remain 3m 57s), Accuracy: 25.000(26.916), Loss: 1.447(1.582), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][2150/3100], Elapsed 8m 31s (remain 3m 45s), Accuracy: 25.000(27.278), Loss: 1.627(1.578), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][2200/3100], Elapsed 8m 43s (remain 3m 33s), Accuracy: 25.000(27.624), Loss: 1.581(1.575), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][2250/3100], Elapsed 8m 55s (remain 3m 21s), Accuracy: 25.000(27.876), Loss: 1.498(1.572), LR: 0.000001
