[GPU 1]: Config File
{'id': 8, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 1e-05, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 20m 37s), Accuracy: 0.000(0.000), Loss: 1.750(1.750), LR: 0.000010
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 36s), Accuracy: 20.000(18.824), Loss: 1.556(1.646), LR: 0.000009
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 28s (remain 11m 19s), Accuracy: 40.000(25.545), Loss: 1.442(1.615), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 43s (remain 11m 4s), Accuracy: 0.000(25.166), Loss: 1.643(1.608), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 57s (remain 10m 50s), Accuracy: 40.000(25.473), Loss: 1.631(1.599), LR: 0.000010
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 11s (remain 10m 35s), Accuracy: 20.000(26.056), Loss: 1.460(1.589), LR: 0.000010
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 25s (remain 10m 21s), Accuracy: 20.000(27.442), Loss: 1.698(1.568), LR: 0.000009
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 40s (remain 10m 6s), Accuracy: 80.000(29.174), Loss: 0.843(1.539), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 54s (remain 9m 52s), Accuracy: 60.000(31.072), Loss: 0.928(1.511), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 8s (remain 9m 37s), Accuracy: 60.000(33.082), Loss: 1.243(1.479), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 22s (remain 9m 23s), Accuracy: 60.000(34.531), Loss: 1.678(1.447), LR: 0.000002
