[GPU 1]: Config File
{'id': 15, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'OneCycleLR', 'LR': 6e-05, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 6e-05, 'no_batches': 3100, 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [7, 8, 9, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 23m 39s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][50/3100], Elapsed 0m 12s (remain 12m 11s), Accuracy: 25.000(17.157), Loss: 1.526(1.654), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][100/3100], Elapsed 0m 24s (remain 11m 55s), Accuracy: 25.000(20.050), Loss: 1.569(1.632), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][150/3100], Elapsed 0m 35s (remain 11m 42s), Accuracy: 50.000(22.682), Loss: 1.444(1.622), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][200/3100], Elapsed 0m 47s (remain 11m 30s), Accuracy: 50.000(23.756), Loss: 1.505(1.613), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][250/3100], Elapsed 0m 59s (remain 11m 18s), Accuracy: 25.000(24.303), Loss: 1.570(1.609), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][300/3100], Elapsed 1m 11s (remain 11m 6s), Accuracy: 0.000(25.166), Loss: 1.690(1.600), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][350/3100], Elapsed 1m 23s (remain 10m 54s), Accuracy: 25.000(25.427), Loss: 1.545(1.597), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][400/3100], Elapsed 1m 35s (remain 10m 42s), Accuracy: 25.000(25.748), Loss: 1.676(1.591), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][450/3100], Elapsed 1m 47s (remain 10m 30s), Accuracy: 75.000(26.552), Loss: 1.308(1.583), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][500/3100], Elapsed 1m 59s (remain 10m 18s), Accuracy: 50.000(27.395), Loss: 1.549(1.580), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][550/3100], Elapsed 2m 11s (remain 10m 6s), Accuracy: 25.000(28.131), Loss: 1.517(1.570), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][600/3100], Elapsed 2m 23s (remain 9m 54s), Accuracy: 25.000(28.577), Loss: 1.388(1.562), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][650/3100], Elapsed 2m 34s (remain 9m 43s), Accuracy: 25.000(29.455), Loss: 1.245(1.552), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][700/3100], Elapsed 2m 46s (remain 9m 31s), Accuracy: 100.000(30.171), Loss: 1.092(1.538), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][750/3100], Elapsed 2m 58s (remain 9m 19s), Accuracy: 75.000(31.558), Loss: 0.787(1.521), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][800/3100], Elapsed 3m 10s (remain 9m 7s), Accuracy: 75.000(32.584), Loss: 1.052(1.504), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][850/3100], Elapsed 3m 22s (remain 8m 55s), Accuracy: 75.000(33.725), Loss: 0.939(1.486), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][900/3100], Elapsed 3m 34s (remain 8m 43s), Accuracy: 75.000(34.267), Loss: 1.103(1.475), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][950/3100], Elapsed 3m 46s (remain 8m 31s), Accuracy: 100.000(35.384), Loss: 0.858(1.458), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][1000/3100], Elapsed 3m 58s (remain 8m 19s), Accuracy: 50.000(36.239), Loss: 1.119(1.440), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1050/3100], Elapsed 4m 10s (remain 8m 7s), Accuracy: 50.000(37.036), Loss: 0.752(1.421), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1100/3100], Elapsed 4m 22s (remain 7m 55s), Accuracy: 0.000(38.283), Loss: 1.830(1.399), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1150/3100], Elapsed 4m 34s (remain 7m 43s), Accuracy: 50.000(38.944), Loss: 0.919(1.384), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1200/3100], Elapsed 4m 45s (remain 7m 32s), Accuracy: 100.000(39.696), Loss: 0.244(1.367), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1250/3100], Elapsed 4m 57s (remain 7m 20s), Accuracy: 0.000(40.208), Loss: 2.027(1.355), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1300/3100], Elapsed 5m 9s (remain 7m 8s), Accuracy: 50.000(40.680), Loss: 1.178(1.346), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1350/3100], Elapsed 5m 21s (remain 6m 56s), Accuracy: 100.000(41.377), Loss: 0.751(1.332), LR: 0.000004
