[GPU 0]: Config File
{'id': 15, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'RangerLars', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 1e-05, 'T_0': 500, 'T_max': 10, 'T_mult': 5, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:0][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 25m 12s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][50/3100], Elapsed 0m 16s (remain 16m 1s), Accuracy: 50.000(16.176), Loss: 1.555(1.665), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][100/3100], Elapsed 0m 31s (remain 15m 42s), Accuracy: 25.000(16.832), Loss: 1.485(1.657), LR: 0.000009
[GPU cuda:0][TRAIN] Epoch: [1][150/3100], Elapsed 0m 47s (remain 15m 26s), Accuracy: 25.000(16.556), Loss: 1.507(1.654), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][200/3100], Elapsed 1m 3s (remain 15m 10s), Accuracy: 0.000(15.920), Loss: 1.556(1.659), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][250/3100], Elapsed 1m 18s (remain 14m 52s), Accuracy: 25.000(16.633), Loss: 1.693(1.656), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][300/3100], Elapsed 1m 34s (remain 14m 36s), Accuracy: 25.000(16.860), Loss: 1.643(1.654), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][350/3100], Elapsed 1m 49s (remain 14m 21s), Accuracy: 0.000(17.450), Loss: 1.675(1.652), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][400/3100], Elapsed 2m 5s (remain 14m 5s), Accuracy: 0.000(17.519), Loss: 1.860(1.651), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][450/3100], Elapsed 2m 21s (remain 13m 50s), Accuracy: 50.000(18.182), Loss: 1.486(1.645), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][500/3100], Elapsed 2m 37s (remain 13m 34s), Accuracy: 25.000(18.463), Loss: 1.700(1.643), LR: 0.000010
