[GPU 1]: Config File
{'id': 2, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'Adam', 'scheduler': 'OneCycleLR', 'LR': 8e-06, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 8e-06, 'no_batches': 3100, 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [7, 8, 9, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 32m 52s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][50/3100], Elapsed 0m 11s (remain 11m 47s), Accuracy: 50.000(16.176), Loss: 1.552(1.663), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][100/3100], Elapsed 0m 23s (remain 11m 25s), Accuracy: 50.000(16.832), Loss: 1.490(1.652), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][150/3100], Elapsed 0m 34s (remain 11m 12s), Accuracy: 25.000(17.053), Loss: 1.498(1.647), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][200/3100], Elapsed 0m 45s (remain 11m 0s), Accuracy: 50.000(16.915), Loss: 1.528(1.650), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][250/3100], Elapsed 0m 57s (remain 10m 49s), Accuracy: 25.000(17.231), Loss: 1.671(1.647), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][300/3100], Elapsed 1m 8s (remain 10m 38s), Accuracy: 25.000(17.857), Loss: 1.657(1.644), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][350/3100], Elapsed 1m 20s (remain 10m 27s), Accuracy: 50.000(18.447), Loss: 1.653(1.642), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][400/3100], Elapsed 1m 31s (remain 10m 16s), Accuracy: 0.000(18.329), Loss: 1.808(1.639), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][450/3100], Elapsed 1m 43s (remain 10m 5s), Accuracy: 25.000(18.847), Loss: 1.483(1.634), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][500/3100], Elapsed 1m 54s (remain 9m 54s), Accuracy: 25.000(19.062), Loss: 1.656(1.632), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][550/3100], Elapsed 2m 6s (remain 9m 43s), Accuracy: 0.000(19.056), Loss: 1.677(1.630), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][600/3100], Elapsed 2m 17s (remain 9m 32s), Accuracy: 25.000(19.260), Loss: 1.613(1.629), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][650/3100], Elapsed 2m 29s (remain 9m 21s), Accuracy: 25.000(19.432), Loss: 1.692(1.627), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][700/3100], Elapsed 2m 40s (remain 9m 9s), Accuracy: 75.000(19.757), Loss: 1.458(1.625), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][750/3100], Elapsed 2m 52s (remain 8m 58s), Accuracy: 50.000(20.373), Loss: 1.530(1.622), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][800/3100], Elapsed 3m 3s (remain 8m 47s), Accuracy: 25.000(20.662), Loss: 1.547(1.620), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][850/3100], Elapsed 3m 15s (remain 8m 36s), Accuracy: 25.000(21.210), Loss: 1.583(1.618), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][900/3100], Elapsed 3m 26s (remain 8m 24s), Accuracy: 50.000(21.199), Loss: 1.560(1.618), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][950/3100], Elapsed 3m 38s (remain 8m 13s), Accuracy: 25.000(21.346), Loss: 1.571(1.618), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][1000/3100], Elapsed 3m 49s (remain 8m 2s), Accuracy: 50.000(21.903), Loss: 1.572(1.616), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][1050/3100], Elapsed 4m 1s (remain 7m 50s), Accuracy: 0.000(22.122), Loss: 1.594(1.614), LR: 0.000000
[GPU cuda:1][TRAIN] Epoch: [1][1100/3100], Elapsed 4m 13s (remain 7m 39s), Accuracy: 25.000(22.457), Loss: 1.611(1.613), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1150/3100], Elapsed 4m 24s (remain 7m 28s), Accuracy: 0.000(22.719), Loss: 1.663(1.611), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1200/3100], Elapsed 4m 36s (remain 7m 16s), Accuracy: 75.000(22.981), Loss: 1.463(1.610), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1250/3100], Elapsed 4m 47s (remain 7m 5s), Accuracy: 25.000(23.161), Loss: 1.645(1.609), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1300/3100], Elapsed 4m 59s (remain 6m 54s), Accuracy: 25.000(23.540), Loss: 1.659(1.607), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1350/3100], Elapsed 5m 11s (remain 6m 42s), Accuracy: 75.000(23.649), Loss: 1.446(1.606), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1400/3100], Elapsed 5m 22s (remain 6m 31s), Accuracy: 50.000(23.840), Loss: 1.506(1.605), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1450/3100], Elapsed 5m 34s (remain 6m 19s), Accuracy: 75.000(24.173), Loss: 1.392(1.604), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1500/3100], Elapsed 5m 45s (remain 6m 8s), Accuracy: 75.000(24.284), Loss: 1.377(1.603), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1550/3100], Elapsed 5m 57s (remain 5m 57s), Accuracy: 50.000(24.323), Loss: 1.460(1.602), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1600/3100], Elapsed 6m 9s (remain 5m 45s), Accuracy: 50.000(24.735), Loss: 1.438(1.599), LR: 0.000001
