[GPU 1]: Config File
{'id': 7, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 7e-06, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 21m 26s), Accuracy: 0.000(0.000), Loss: 1.750(1.750), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 33s), Accuracy: 20.000(20.392), Loss: 1.542(1.643), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 28s (remain 11m 16s), Accuracy: 60.000(23.960), Loss: 1.457(1.620), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 42s (remain 11m 1s), Accuracy: 0.000(23.709), Loss: 1.647(1.611), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 57s (remain 10m 46s), Accuracy: 20.000(24.080), Loss: 1.637(1.604), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 11s (remain 10m 32s), Accuracy: 20.000(24.143), Loss: 1.476(1.596), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 25s (remain 10m 18s), Accuracy: 0.000(25.249), Loss: 1.700(1.586), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 39s (remain 10m 3s), Accuracy: 80.000(27.009), Loss: 1.084(1.570), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 53s (remain 9m 49s), Accuracy: 60.000(28.828), Loss: 1.000(1.546), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 7s (remain 9m 35s), Accuracy: 40.000(30.200), Loss: 1.172(1.520), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 22s (remain 9m 21s), Accuracy: 60.000(31.896), Loss: 1.601(1.495), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][550/2480], Elapsed 2m 36s (remain 9m 7s), Accuracy: 60.000(33.648), Loss: 0.902(1.468), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][600/2480], Elapsed 2m 50s (remain 8m 53s), Accuracy: 80.000(35.141), Loss: 0.864(1.445), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][650/2480], Elapsed 3m 4s (remain 8m 38s), Accuracy: 80.000(36.129), Loss: 0.820(1.429), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][700/2480], Elapsed 3m 18s (remain 8m 24s), Accuracy: 60.000(36.919), Loss: 1.092(1.416), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][750/2480], Elapsed 3m 33s (remain 8m 10s), Accuracy: 60.000(37.870), Loss: 1.100(1.401), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][800/2480], Elapsed 3m 47s (remain 7m 56s), Accuracy: 20.000(38.901), Loss: 1.290(1.382), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][850/2480], Elapsed 4m 1s (remain 7m 42s), Accuracy: 40.000(39.906), Loss: 1.382(1.362), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][900/2480], Elapsed 4m 15s (remain 7m 27s), Accuracy: 60.000(40.666), Loss: 1.003(1.344), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][950/2480], Elapsed 4m 29s (remain 7m 13s), Accuracy: 20.000(41.451), Loss: 1.181(1.328), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][1000/2480], Elapsed 4m 43s (remain 6m 59s), Accuracy: 20.000(41.998), Loss: 1.645(1.313), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][1050/2480], Elapsed 4m 58s (remain 6m 45s), Accuracy: 20.000(42.683), Loss: 1.490(1.298), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][1100/2480], Elapsed 5m 12s (remain 6m 31s), Accuracy: 80.000(43.524), Loss: 0.804(1.281), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][1150/2480], Elapsed 5m 26s (remain 6m 16s), Accuracy: 60.000(44.170), Loss: 0.806(1.267), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][1200/2480], Elapsed 5m 40s (remain 6m 2s), Accuracy: 60.000(44.946), Loss: 0.926(1.251), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][1250/2480], Elapsed 5m 54s (remain 5m 48s), Accuracy: 40.000(45.452), Loss: 0.937(1.240), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1300/2480], Elapsed 6m 8s (remain 5m 34s), Accuracy: 40.000(46.180), Loss: 1.340(1.225), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1350/2480], Elapsed 6m 23s (remain 5m 20s), Accuracy: 80.000(46.810), Loss: 0.548(1.214), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1400/2480], Elapsed 6m 37s (remain 5m 5s), Accuracy: 60.000(47.295), Loss: 0.647(1.205), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1450/2480], Elapsed 6m 51s (remain 4m 51s), Accuracy: 60.000(47.746), Loss: 0.997(1.196), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1500/2480], Elapsed 7m 5s (remain 4m 37s), Accuracy: 80.000(47.888), Loss: 0.461(1.192), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1550/2480], Elapsed 7m 19s (remain 4m 23s), Accuracy: 40.000(48.072), Loss: 1.020(1.187), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1600/2480], Elapsed 7m 33s (remain 4m 9s), Accuracy: 60.000(48.132), Loss: 0.911(1.183), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1650/2480], Elapsed 7m 48s (remain 3m 55s), Accuracy: 80.000(48.649), Loss: 0.500(1.173), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1700/2480], Elapsed 8m 2s (remain 3m 40s), Accuracy: 40.000(49.077), Loss: 0.967(1.166), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1750/2480], Elapsed 8m 16s (remain 3m 26s), Accuracy: 20.000(49.457), Loss: 1.636(1.159), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1800/2480], Elapsed 8m 30s (remain 3m 12s), Accuracy: 40.000(49.761), Loss: 1.343(1.151), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1850/2480], Elapsed 8m 44s (remain 2m 58s), Accuracy: 40.000(49.941), Loss: 1.393(1.146), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1900/2480], Elapsed 8m 59s (remain 2m 44s), Accuracy: 60.000(50.237), Loss: 0.624(1.140), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1950/2480], Elapsed 9m 13s (remain 2m 30s), Accuracy: 60.000(50.415), Loss: 0.926(1.137), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][2000/2480], Elapsed 9m 27s (remain 2m 15s), Accuracy: 60.000(50.805), Loss: 0.911(1.130), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][2050/2480], Elapsed 9m 41s (remain 2m 1s), Accuracy: 40.000(50.970), Loss: 1.678(1.127), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][2100/2480], Elapsed 9m 55s (remain 1m 47s), Accuracy: 60.000(51.423), Loss: 0.994(1.119), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][2150/2480], Elapsed 10m 9s (remain 1m 33s), Accuracy: 60.000(51.762), Loss: 1.258(1.113), LR: 0.000004
