[GPU 1]: Config File
{'id': 0, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 7e-06, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 27m 53s), Accuracy: 0.000(0.000), Loss: 1.758(1.758), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 17s), Accuracy: 20.000(19.608), Loss: 1.585(1.647), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 27s (remain 10m 57s), Accuracy: 20.000(20.792), Loss: 1.460(1.623), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 41s (remain 10m 41s), Accuracy: 0.000(23.311), Loss: 1.643(1.612), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 55s (remain 10m 28s), Accuracy: 0.000(24.179), Loss: 1.630(1.605), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 9s (remain 10m 14s), Accuracy: 20.000(24.861), Loss: 1.505(1.597), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 23s (remain 10m 1s), Accuracy: 0.000(26.312), Loss: 1.645(1.583), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 36s (remain 9m 47s), Accuracy: 80.000(28.433), Loss: 0.836(1.557), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 50s (remain 9m 34s), Accuracy: 40.000(30.524), Loss: 1.142(1.522), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 4s (remain 9m 20s), Accuracy: 40.000(32.461), Loss: 1.279(1.489), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 18s (remain 9m 7s), Accuracy: 40.000(34.172), Loss: 1.677(1.460), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][550/2480], Elapsed 2m 32s (remain 8m 53s), Accuracy: 60.000(36.152), Loss: 0.749(1.429), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][600/2480], Elapsed 2m 46s (remain 8m 40s), Accuracy: 80.000(37.804), Loss: 0.558(1.401), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][650/2480], Elapsed 3m 0s (remain 8m 26s), Accuracy: 80.000(38.771), Loss: 0.641(1.383), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][700/2480], Elapsed 3m 14s (remain 8m 13s), Accuracy: 40.000(39.572), Loss: 0.958(1.367), LR: 0.000007
