[GPU 1]: Config File
{'id': 24, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 5e-05, 'T_0': 500, 'T_max': 10, 'T_mult': 5, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 20m 41s), Accuracy: 0.000(0.000), Loss: 1.750(1.750), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 35s), Accuracy: 40.000(20.392), Loss: 1.586(1.651), LR: 0.000049
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 28s (remain 11m 18s), Accuracy: 20.000(20.990), Loss: 1.602(1.637), LR: 0.000045
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 43s (remain 11m 4s), Accuracy: 40.000(21.987), Loss: 1.604(1.628), LR: 0.000040
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 57s (remain 10m 49s), Accuracy: 0.000(24.378), Loss: 1.806(1.610), LR: 0.000033
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 11s (remain 10m 35s), Accuracy: 20.000(26.614), Loss: 1.220(1.586), LR: 0.000025
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 25s (remain 10m 20s), Accuracy: 40.000(27.309), Loss: 1.615(1.563), LR: 0.000018
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 39s (remain 10m 6s), Accuracy: 80.000(29.402), Loss: 0.679(1.526), LR: 0.000011
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 54s (remain 9m 52s), Accuracy: 60.000(31.272), Loss: 0.903(1.489), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 8s (remain 9m 37s), Accuracy: 40.000(33.082), Loss: 1.504(1.450), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 22s (remain 9m 23s), Accuracy: 20.000(34.731), Loss: 1.520(1.417), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][550/2480], Elapsed 2m 36s (remain 9m 8s), Accuracy: 80.000(34.809), Loss: 1.075(1.421), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][600/2480], Elapsed 2m 50s (remain 8m 54s), Accuracy: 100.000(35.507), Loss: 0.523(1.412), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][650/2480], Elapsed 3m 5s (remain 8m 40s), Accuracy: 60.000(35.238), Loss: 1.178(1.418), LR: 0.000050
[GPU cuda:1][TRAIN] Epoch: [1][700/2480], Elapsed 3m 19s (remain 8m 25s), Accuracy: 60.000(35.264), Loss: 1.132(1.417), LR: 0.000049
[GPU cuda:1][TRAIN] Epoch: [1][750/2480], Elapsed 3m 33s (remain 8m 11s), Accuracy: 40.000(35.846), Loss: 1.040(1.410), LR: 0.000049
[GPU cuda:1][TRAIN] Epoch: [1][800/2480], Elapsed 3m 47s (remain 7m 57s), Accuracy: 20.000(36.305), Loss: 1.273(1.399), LR: 0.000048
[GPU cuda:1][TRAIN] Epoch: [1][850/2480], Elapsed 4m 1s (remain 7m 43s), Accuracy: 40.000(37.156), Loss: 1.512(1.385), LR: 0.000048
