id,model_name,dropout,size,batch_size_t,batch_size_v,n_targets,criterion,gradient_accumulation_steps,max_gradient_norm,optimizer,scheduler,LR,T_0,T_max,T_mult,min_lr,max_lr,no_batches,warmup_epochs,cosine_epochs,epochs,update_per_batch,num_workers,n_folds,train_transforms,valid_transforms,observations,use_swa,swa_lr,swa_epoch,use_sam,use_asam,asam_rho,print_freq,one_fold,use_apex,distributed_training,save_to_log,oof-accuracy,oof-precision,oof-recall,cross-validation,public-leaderboard
10,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,5e-05,200,10,2,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3265161290322581,0.634509639715291,0.3265161290322581,[0.7293548387096774],0
11,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,7e-05,200,10,2,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3274193548387096,0.6335029496866724,0.3274193548387096,[0.7338709677419355],0
12,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,0.0001,200,10,2,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3279354838709677,0.6472596291812192,0.3279354838709677,[0.7364516129032258],0
13,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,0.0003,200,10,2,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3296774193548387,0.6440117180216813,0.3296774193548387,[0.7451612903225806],0
14,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,7e-06,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3252258064516129,0.6297778070920914,0.3252258064516129,[0.7229032258064516],0
15,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,1e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3259354838709677,0.6383001355801731,0.3259354838709677,[0.7264516129032258],0
16,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,3e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3290322580645161,0.6416056277705795,0.3290322580645161,[0.7419354838709677],0
17,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,5e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3290967741935484,0.6338937792485588,0.3290967741935484,[0.7422580645161291],0
18,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,7e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3305161290322581,0.6528669021578908,0.3305161290322581,[0.7493548387096775],0
19,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,0.0001,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3312258064516129,0.6475033381422681,0.3312258064516129,[0.7529032258064516],0
20,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,0.0003,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3341935483870967,0.6569694374994925,0.3341935483870967,[0.7677419354838709],0
21,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,7e-06,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3214838709677419,0.6221097496371545,0.3214838709677419,[0.7041935483870968],0
22,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,1e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3238064516129032,0.627765813053418,0.3238064516129032,[0.7158064516129032],0
23,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,3e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3241935483870968,0.6228146153987074,0.3241935483870968,[0.717741935483871],0
24,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,5e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3265806451612903,0.6340564023615719,0.3265806451612903,[0.7296774193548388],0
25,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,7e-05,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3275483870967742,0.6452386443686553,0.3275483870967742,[0.734516129032258],0
26,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,0.0001,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3272258064516129,0.6387273147062621,0.3272258064516129,[0.7329032258064516],0
27,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,CosineAnnealingWarmRestarts,0.0003,500,10,5,1e-06,0.0001,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3314838709677419,0.6470512794240273,0.3314838709677419,[0.7541935483870967],0
28,swin_large_patch4_window12_384_in22k,0.5,384,4,32,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,7e-06,200,10,2,1e-06,3.5e-05,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3283225806451613,0.629034884595024,0.3283225806451613,[0.7383870967741936],0
29,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,1e-05,200,10,2,1e-06,5e-05,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3287096774193548,0.6356758133713609,0.3287096774193548,[0.7403225806451613],0
30,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,3e-05,200,10,2,1e-06,0.00015,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3228387096774193,0.6009844171133641,0.3228387096774193,[0.7109677419354838],0
31,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,5e-05,200,10,2,1e-06,0.00025,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3174193548387097,0.5862672062977056,0.3174193548387097,[0.6838709677419355],0
32,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,7e-05,200,10,2,1e-06,0.0003499999999999,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3250967741935484,0.6024386090453739,0.3250967741935484,[0.7222580645161291],0
33,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,0.0001,200,10,2,1e-06,0.0005,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3244516129032258,0.602740656134202,0.3244516129032258,[0.7190322580645161],0
34,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,0.0003,200,10,2,1e-06,0.0014999999999999,3100,1,14,15,True,4,5,[],[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.2929032258064516,0.4479918450887628,0.2929032258064516,[0.5612903225806452],0
35,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,7e-06,200,10,2,1e-06,3.5e-05,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3261935483870968,0.6254132267681015,0.3261935483870968,[0.727741935483871],0
36,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,1e-05,200,10,2,1e-06,5e-05,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3248387096774193,0.608619602881837,0.3248387096774193,[0.7209677419354839],0
37,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,3e-05,200,10,2,1e-06,0.00015,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3251612903225806,0.6046631334240853,0.3251612903225806,[0.7225806451612903],0
38,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,5e-05,200,10,2,1e-06,0.00025,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3250322580645161,0.600584711621638,0.3250322580645161,[0.7219354838709677],0
39,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,7e-05,200,10,2,1e-06,0.0003499999999999,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3150322580645161,0.5867541796023913,0.3150322580645161,[0.6719354838709677],0
40,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,0.0001,200,10,2,1e-06,0.0005,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3196129032258064,0.5930107458266604,0.3196129032258064,[0.6948387096774193],0
41,swin_large_patch4_window12_384_in22k,0.5,384,4,8,5,CrossEntropyLoss,1,,RangerLars,OneCycleLR,0.0003,200,10,2,1e-06,0.0014999999999999998,3100,1,14,15,True,4,5,"[HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)]",[],,True,0.01,0,True,True,0.1,50,True,True,False,True,0.3298709677419355,0.6374984974234507,0.3298709677419355,[0.7461290322580645],0
