[GPU 1]: Config File
{'id': 21, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 5, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 7e-06, 'T_0': 500, 'T_max': 10, 'T_mult': 5, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/2480], Elapsed 0m 0s (remain 21m 4s), Accuracy: 0.000(0.000), Loss: 1.750(1.750), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][50/2480], Elapsed 0m 14s (remain 11m 32s), Accuracy: 20.000(19.608), Loss: 1.539(1.643), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][100/2480], Elapsed 0m 28s (remain 11m 15s), Accuracy: 60.000(23.168), Loss: 1.433(1.614), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][150/2480], Elapsed 0m 42s (remain 11m 1s), Accuracy: 0.000(24.238), Loss: 1.640(1.607), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][200/2480], Elapsed 0m 57s (remain 10m 47s), Accuracy: 0.000(24.776), Loss: 1.619(1.597), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][250/2480], Elapsed 1m 11s (remain 10m 33s), Accuracy: 20.000(25.737), Loss: 1.465(1.582), LR: 0.000004
[GPU cuda:1][TRAIN] Epoch: [1][300/2480], Elapsed 1m 25s (remain 10m 19s), Accuracy: 0.000(27.043), Loss: 1.700(1.566), LR: 0.000003
[GPU cuda:1][TRAIN] Epoch: [1][350/2480], Elapsed 1m 39s (remain 10m 4s), Accuracy: 80.000(28.661), Loss: 1.163(1.549), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][400/2480], Elapsed 1m 53s (remain 9m 50s), Accuracy: 60.000(29.975), Loss: 1.091(1.531), LR: 0.000002
[GPU cuda:1][TRAIN] Epoch: [1][450/2480], Elapsed 2m 8s (remain 9m 36s), Accuracy: 60.000(30.953), Loss: 1.200(1.513), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][500/2480], Elapsed 2m 22s (remain 9m 21s), Accuracy: 20.000(32.056), Loss: 1.540(1.496), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][550/2480], Elapsed 2m 36s (remain 9m 7s), Accuracy: 40.000(33.067), Loss: 1.170(1.482), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][600/2480], Elapsed 2m 50s (remain 8m 53s), Accuracy: 100.000(34.176), Loss: 0.549(1.463), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][650/2480], Elapsed 3m 4s (remain 8m 39s), Accuracy: 60.000(35.115), Loss: 0.843(1.444), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][700/2480], Elapsed 3m 18s (remain 8m 24s), Accuracy: 60.000(36.006), Loss: 1.152(1.428), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][750/2480], Elapsed 3m 33s (remain 8m 10s), Accuracy: 80.000(36.804), Loss: 1.071(1.412), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][800/2480], Elapsed 3m 47s (remain 7m 56s), Accuracy: 40.000(37.928), Loss: 1.188(1.394), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][850/2480], Elapsed 4m 1s (remain 7m 42s), Accuracy: 20.000(38.942), Loss: 1.500(1.372), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][900/2480], Elapsed 4m 15s (remain 7m 27s), Accuracy: 80.000(39.778), Loss: 1.030(1.354), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][950/2480], Elapsed 4m 29s (remain 7m 13s), Accuracy: 20.000(40.694), Loss: 1.183(1.337), LR: 0.000007
[GPU cuda:1][TRAIN] Epoch: [1][1000/2480], Elapsed 4m 43s (remain 6m 59s), Accuracy: 20.000(41.319), Loss: 1.751(1.322), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1050/2480], Elapsed 4m 58s (remain 6m 45s), Accuracy: 40.000(41.960), Loss: 1.299(1.309), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1100/2480], Elapsed 5m 12s (remain 6m 30s), Accuracy: 60.000(42.779), Loss: 0.989(1.293), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1150/2480], Elapsed 5m 26s (remain 6m 16s), Accuracy: 60.000(43.267), Loss: 0.942(1.279), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1200/2480], Elapsed 5m 40s (remain 6m 2s), Accuracy: 60.000(44.097), Loss: 1.166(1.263), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1250/2480], Elapsed 5m 54s (remain 5m 48s), Accuracy: 40.000(44.572), Loss: 0.921(1.253), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1300/2480], Elapsed 6m 8s (remain 5m 34s), Accuracy: 20.000(45.288), Loss: 1.565(1.239), LR: 0.000006
[GPU cuda:1][TRAIN] Epoch: [1][1350/2480], Elapsed 6m 22s (remain 5m 20s), Accuracy: 80.000(45.833), Loss: 0.608(1.228), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][1400/2480], Elapsed 6m 37s (remain 5m 5s), Accuracy: 60.000(46.224), Loss: 0.951(1.220), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][1450/2480], Elapsed 6m 51s (remain 4m 51s), Accuracy: 60.000(46.547), Loss: 0.925(1.212), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][1500/2480], Elapsed 7m 5s (remain 4m 37s), Accuracy: 100.000(46.862), Loss: 0.237(1.204), LR: 0.000005
[GPU cuda:1][TRAIN] Epoch: [1][1550/2480], Elapsed 7m 19s (remain 4m 23s), Accuracy: 40.000(47.286), Loss: 1.018(1.195), LR: 0.000005
