[GPU 0]: Config File
{'id': 4, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'Adam', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 1e-05, 'T_0': 74, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [3, 5, 6, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:0][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 24m 19s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][50/3100], Elapsed 0m 11s (remain 11m 46s), Accuracy: 25.000(15.196), Loss: 1.553(1.657), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][100/3100], Elapsed 0m 23s (remain 11m 28s), Accuracy: 0.000(20.050), Loss: 1.649(1.627), LR: 0.000009
[GPU cuda:0][TRAIN] Epoch: [1][150/3100], Elapsed 0m 34s (remain 11m 15s), Accuracy: 50.000(21.854), Loss: 1.374(1.614), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][200/3100], Elapsed 0m 46s (remain 11m 3s), Accuracy: 25.000(23.259), Loss: 1.400(1.599), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][250/3100], Elapsed 0m 57s (remain 10m 52s), Accuracy: 0.000(24.801), Loss: 1.813(1.589), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][300/3100], Elapsed 1m 8s (remain 10m 40s), Accuracy: 0.000(26.744), Loss: 1.826(1.572), LR: 0.000009
[GPU cuda:0][TRAIN] Epoch: [1][350/3100], Elapsed 1m 20s (remain 10m 28s), Accuracy: 25.000(28.205), Loss: 1.402(1.539), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][400/3100], Elapsed 1m 31s (remain 10m 17s), Accuracy: 25.000(30.736), Loss: 1.333(1.498), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][450/3100], Elapsed 1m 43s (remain 10m 5s), Accuracy: 100.000(32.927), Loss: 0.663(1.457), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][500/3100], Elapsed 1m 54s (remain 9m 54s), Accuracy: 50.000(34.182), Loss: 0.924(1.426), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][550/3100], Elapsed 2m 5s (remain 9m 42s), Accuracy: 25.000(35.753), Loss: 1.501(1.400), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][600/3100], Elapsed 2m 17s (remain 9m 31s), Accuracy: 50.000(37.063), Loss: 0.977(1.371), LR: 0.000010
[GPU cuda:0][TRAIN] Epoch: [1][650/3100], Elapsed 2m 28s (remain 9m 19s), Accuracy: 50.000(38.057), Loss: 0.761(1.352), LR: 0.000009
[GPU cuda:0][TRAIN] Epoch: [1][700/3100], Elapsed 2m 40s (remain 9m 8s), Accuracy: 75.000(39.372), Loss: 0.982(1.332), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][750/3100], Elapsed 2m 51s (remain 8m 56s), Accuracy: 75.000(40.513), Loss: 0.452(1.311), LR: 0.000007
