[GPU 0]: Config File
{'id': 12, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'AdamW', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 8e-06, 'T_0': 74, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [3, 5, 6, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:0][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 26m 6s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][50/3100], Elapsed 0m 12s (remain 11m 59s), Accuracy: 25.000(16.176), Loss: 1.552(1.654), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][100/3100], Elapsed 0m 23s (remain 11m 41s), Accuracy: 50.000(23.020), Loss: 1.572(1.625), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][150/3100], Elapsed 0m 35s (remain 11m 27s), Accuracy: 50.000(22.682), Loss: 1.402(1.615), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][200/3100], Elapsed 0m 46s (remain 11m 14s), Accuracy: 75.000(24.005), Loss: 1.400(1.603), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][250/3100], Elapsed 0m 58s (remain 11m 2s), Accuracy: 0.000(25.000), Loss: 1.715(1.596), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][300/3100], Elapsed 1m 10s (remain 10m 51s), Accuracy: 0.000(25.664), Loss: 1.885(1.586), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][350/3100], Elapsed 1m 21s (remain 10m 40s), Accuracy: 50.000(26.709), Loss: 1.429(1.572), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][400/3100], Elapsed 1m 33s (remain 10m 28s), Accuracy: 0.000(28.242), Loss: 1.549(1.549), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][450/3100], Elapsed 1m 45s (remain 10m 17s), Accuracy: 75.000(30.543), Loss: 0.829(1.516), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][500/3100], Elapsed 1m 56s (remain 10m 5s), Accuracy: 75.000(31.986), Loss: 1.119(1.492), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][550/3100], Elapsed 2m 8s (remain 9m 53s), Accuracy: 0.000(33.122), Loss: 1.803(1.470), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][600/3100], Elapsed 2m 19s (remain 9m 41s), Accuracy: 50.000(34.734), Loss: 0.981(1.443), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][650/3100], Elapsed 2m 31s (remain 9m 29s), Accuracy: 50.000(35.829), Loss: 0.919(1.424), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][700/3100], Elapsed 2m 43s (remain 9m 18s), Accuracy: 75.000(36.769), Loss: 0.960(1.403), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][750/3100], Elapsed 2m 54s (remain 9m 6s), Accuracy: 75.000(38.149), Loss: 0.414(1.377), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][800/3100], Elapsed 3m 6s (remain 8m 54s), Accuracy: 75.000(39.263), Loss: 1.138(1.355), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][850/3100], Elapsed 3m 17s (remain 8m 42s), Accuracy: 100.000(40.188), Loss: 0.515(1.336), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][900/3100], Elapsed 3m 29s (remain 8m 31s), Accuracy: 75.000(40.788), Loss: 0.916(1.323), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][950/3100], Elapsed 3m 41s (remain 8m 19s), Accuracy: 75.000(41.772), Loss: 0.889(1.306), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][1000/3100], Elapsed 3m 52s (remain 8m 7s), Accuracy: 50.000(42.932), Loss: 0.838(1.287), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][1050/3100], Elapsed 4m 4s (remain 7m 56s), Accuracy: 75.000(43.911), Loss: 0.532(1.265), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][1100/3100], Elapsed 4m 15s (remain 7m 44s), Accuracy: 25.000(44.709), Loss: 1.572(1.247), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][1150/3100], Elapsed 4m 27s (remain 7m 33s), Accuracy: 25.000(45.482), Loss: 0.956(1.235), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][1200/3100], Elapsed 4m 39s (remain 7m 21s), Accuracy: 100.000(46.066), Loss: 0.357(1.224), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][1250/3100], Elapsed 4m 50s (remain 7m 9s), Accuracy: 50.000(46.343), Loss: 1.719(1.219), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][1300/3100], Elapsed 5m 2s (remain 6m 58s), Accuracy: 25.000(46.733), Loss: 1.279(1.212), LR: 0.000008
[GPU cuda:0][TRAIN] Epoch: [1][1350/3100], Elapsed 5m 14s (remain 6m 46s), Accuracy: 100.000(47.150), Loss: 0.622(1.201), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1400/3100], Elapsed 5m 25s (remain 6m 34s), Accuracy: 50.000(47.395), Loss: 0.870(1.193), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1450/3100], Elapsed 5m 37s (remain 6m 23s), Accuracy: 75.000(47.967), Loss: 0.709(1.181), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1500/3100], Elapsed 5m 48s (remain 6m 11s), Accuracy: 100.000(48.401), Loss: 0.785(1.171), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][1550/3100], Elapsed 6m 0s (remain 5m 59s), Accuracy: 75.000(48.646), Loss: 0.316(1.162), LR: 0.000006
