[GPU 0]: Config File
{'id': 0, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'RangerLars', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 7e-06, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:0][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 37m 15s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][50/3100], Elapsed 0m 16s (remain 16m 3s), Accuracy: 50.000(16.176), Loss: 1.557(1.666), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][100/3100], Elapsed 0m 31s (remain 15m 41s), Accuracy: 25.000(17.079), Loss: 1.485(1.658), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][150/3100], Elapsed 0m 47s (remain 15m 21s), Accuracy: 25.000(16.556), Loss: 1.510(1.656), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][200/3100], Elapsed 1m 2s (remain 15m 5s), Accuracy: 0.000(15.796), Loss: 1.563(1.663), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][250/3100], Elapsed 1m 18s (remain 14m 50s), Accuracy: 25.000(16.733), Loss: 1.717(1.660), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][300/3100], Elapsed 1m 34s (remain 14m 34s), Accuracy: 25.000(16.694), Loss: 1.636(1.659), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][350/3100], Elapsed 1m 49s (remain 14m 19s), Accuracy: 0.000(17.236), Loss: 1.682(1.658), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][400/3100], Elapsed 2m 5s (remain 14m 4s), Accuracy: 0.000(17.082), Loss: 1.871(1.656), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][450/3100], Elapsed 2m 21s (remain 13m 48s), Accuracy: 50.000(18.016), Loss: 1.478(1.649), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][500/3100], Elapsed 2m 36s (remain 13m 33s), Accuracy: 25.000(18.164), Loss: 1.700(1.647), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][550/3100], Elapsed 2m 52s (remain 13m 17s), Accuracy: 0.000(18.103), Loss: 1.764(1.646), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][600/3100], Elapsed 3m 8s (remain 13m 2s), Accuracy: 50.000(18.095), Loss: 1.579(1.645), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][650/3100], Elapsed 3m 23s (remain 12m 46s), Accuracy: 0.000(18.164), Loss: 1.795(1.644), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][700/3100], Elapsed 3m 39s (remain 12m 30s), Accuracy: 25.000(18.081), Loss: 1.522(1.642), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][750/3100], Elapsed 3m 55s (remain 12m 15s), Accuracy: 0.000(18.309), Loss: 1.588(1.640), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][800/3100], Elapsed 4m 10s (remain 11m 59s), Accuracy: 25.000(18.290), Loss: 1.587(1.639), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][850/3100], Elapsed 4m 26s (remain 11m 44s), Accuracy: 0.000(18.625), Loss: 1.671(1.637), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][900/3100], Elapsed 4m 42s (remain 11m 28s), Accuracy: 25.000(18.674), Loss: 1.608(1.637), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][950/3100], Elapsed 4m 57s (remain 11m 12s), Accuracy: 25.000(18.901), Loss: 1.593(1.636), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][1000/3100], Elapsed 5m 13s (remain 10m 57s), Accuracy: 50.000(19.281), Loss: 1.568(1.634), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][1050/3100], Elapsed 5m 28s (remain 10m 41s), Accuracy: 0.000(19.529), Loss: 1.588(1.633), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][1100/3100], Elapsed 5m 44s (remain 10m 25s), Accuracy: 50.000(19.868), Loss: 1.581(1.633), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][1150/3100], Elapsed 6m 0s (remain 10m 10s), Accuracy: 0.000(20.156), Loss: 1.628(1.631), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][1200/3100], Elapsed 6m 16s (remain 9m 54s), Accuracy: 50.000(20.296), Loss: 1.499(1.630), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][1250/3100], Elapsed 6m 31s (remain 9m 39s), Accuracy: 0.000(20.384), Loss: 1.634(1.629), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][1300/3100], Elapsed 6m 47s (remain 9m 23s), Accuracy: 25.000(20.561), Loss: 1.632(1.627), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][1350/3100], Elapsed 7m 3s (remain 9m 7s), Accuracy: 25.000(20.651), Loss: 1.549(1.626), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][1400/3100], Elapsed 7m 18s (remain 8m 52s), Accuracy: 25.000(20.824), Loss: 1.618(1.626), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1450/3100], Elapsed 7m 34s (remain 8m 36s), Accuracy: 25.000(20.865), Loss: 1.477(1.625), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1500/3100], Elapsed 7m 50s (remain 8m 21s), Accuracy: 50.000(20.853), Loss: 1.487(1.625), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1550/3100], Elapsed 8m 5s (remain 8m 5s), Accuracy: 25.000(20.858), Loss: 1.524(1.624), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1600/3100], Elapsed 8m 21s (remain 7m 49s), Accuracy: 75.000(21.268), Loss: 1.455(1.622), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1650/3100], Elapsed 8m 37s (remain 7m 34s), Accuracy: 25.000(21.366), Loss: 1.650(1.622), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][1700/3100], Elapsed 8m 52s (remain 7m 18s), Accuracy: 25.000(21.546), Loss: 1.592(1.621), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][1750/3100], Elapsed 9m 8s (remain 7m 2s), Accuracy: 25.000(21.716), Loss: 1.589(1.620), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][1800/3100], Elapsed 9m 24s (remain 6m 46s), Accuracy: 25.000(21.904), Loss: 1.545(1.620), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][1850/3100], Elapsed 9m 39s (remain 6m 31s), Accuracy: 0.000(22.110), Loss: 1.665(1.618), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][1900/3100], Elapsed 9m 55s (remain 6m 15s), Accuracy: 25.000(22.396), Loss: 1.563(1.617), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][1950/3100], Elapsed 10m 11s (remain 5m 59s), Accuracy: 75.000(22.424), Loss: 1.452(1.616), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][2000/3100], Elapsed 10m 26s (remain 5m 44s), Accuracy: 25.000(22.476), Loss: 1.688(1.616), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][2050/3100], Elapsed 10m 42s (remain 5m 28s), Accuracy: 50.000(22.635), Loss: 1.507(1.614), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][2100/3100], Elapsed 10m 58s (remain 5m 12s), Accuracy: 25.000(22.834), Loss: 1.504(1.614), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][2150/3100], Elapsed 11m 13s (remain 4m 57s), Accuracy: 0.000(23.071), Loss: 1.715(1.612), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][2200/3100], Elapsed 11m 29s (remain 4m 41s), Accuracy: 0.000(23.160), Loss: 1.674(1.611), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][2250/3100], Elapsed 11m 45s (remain 4m 26s), Accuracy: 25.000(23.267), Loss: 1.607(1.611), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][2300/3100], Elapsed 12m 1s (remain 4m 10s), Accuracy: 0.000(23.381), Loss: 1.668(1.610), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][2350/3100], Elapsed 12m 16s (remain 3m 54s), Accuracy: 0.000(23.384), Loss: 1.667(1.609), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][2400/3100], Elapsed 12m 32s (remain 3m 39s), Accuracy: 25.000(23.438), Loss: 1.618(1.608), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][2450/3100], Elapsed 12m 48s (remain 3m 23s), Accuracy: 25.000(23.592), Loss: 1.539(1.607), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][2500/3100], Elapsed 13m 4s (remain 3m 7s), Accuracy: 0.000(23.770), Loss: 1.736(1.606), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][2550/3100], Elapsed 13m 19s (remain 2m 52s), Accuracy: 25.000(23.804), Loss: 1.687(1.606), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][2600/3100], Elapsed 13m 35s (remain 2m 36s), Accuracy: 0.000(23.904), Loss: 1.638(1.605), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][2650/3100], Elapsed 13m 51s (remain 2m 20s), Accuracy: 25.000(23.982), Loss: 1.609(1.604), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][2700/3100], Elapsed 14m 6s (remain 2m 5s), Accuracy: 25.000(24.139), Loss: 1.541(1.603), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][2750/3100], Elapsed 14m 22s (remain 1m 49s), Accuracy: 25.000(24.346), Loss: 1.590(1.602), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][2800/3100], Elapsed 14m 38s (remain 1m 33s), Accuracy: 0.000(24.411), Loss: 1.685(1.601), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][2850/3100], Elapsed 14m 53s (remain 1m 18s), Accuracy: 0.000(24.579), Loss: 1.578(1.600), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][2900/3100], Elapsed 15m 9s (remain 1m 2s), Accuracy: 50.000(24.655), Loss: 1.451(1.600), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][2950/3100], Elapsed 15m 25s (remain 0m 46s), Accuracy: 25.000(24.746), Loss: 1.592(1.599), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][3000/3100], Elapsed 15m 40s (remain 0m 31s), Accuracy: 0.000(24.917), Loss: 1.673(1.598), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][3050/3100], Elapsed 15m 56s (remain 0m 15s), Accuracy: 50.000(25.025), Loss: 1.604(1.597), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][3099/3100], Elapsed 16m 11s (remain 0m 0s), Accuracy: 25.000(25.105), Loss: 1.583(1.596), LR: 0.000007
[GPU cuda:0][VALID][0/97], Elapsed 0m 1s (remain 2m 14s), Accuracy: 31.250(31.250), Batch Loss: 1.5606, Average Loss: 1.5606
[GPU cuda:0][VALID][50/97], Elapsed 0m 47s (remain 0m 42s), Accuracy: 18.750(34.252), Batch Loss: 1.5923, Average Loss: 1.5342
[GPU cuda:0][VALID][96/97], Elapsed 1m 29s (remain 0m 0s), Accuracy: 28.571(33.478), Batch Loss: 1.5953, Average Loss: 1.5370
Valid Labels Samples: [2 0 1 4 1 0 3 1 4 3]
Valid Predictions Samples: [4, 2, 0, 3, 2, 0, 4, 0, 2, 0]
Epoch 1 - Train Average Loss: 25.105, Valid Average Loss: 33.478, Epoch Time: 1063.358s
Epoch 1 - Accuracy: 0.335, Precision: 0.316, Recall: 0.335
Saved Best Model: 0.33
[GPU cuda:0][TRAIN] Epoch: [2][0/3100], Elapsed 0m 0s (remain 34m 33s), Accuracy: 50.000(50.000), Loss: 1.393(1.393), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][50/3100], Elapsed 0m 16s (remain 16m 20s), Accuracy: 25.000(27.451), Loss: 1.603(1.569), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][100/3100], Elapsed 0m 32s (remain 15m 53s), Accuracy: 25.000(30.693), Loss: 1.776(1.548), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][150/3100], Elapsed 0m 47s (remain 15m 33s), Accuracy: 50.000(31.623), Loss: 1.425(1.548), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][200/3100], Elapsed 1m 3s (remain 15m 16s), Accuracy: 50.000(33.333), Loss: 1.523(1.543), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][250/3100], Elapsed 1m 19s (remain 14m 59s), Accuracy: 25.000(32.968), Loss: 1.553(1.543), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][300/3100], Elapsed 1m 34s (remain 14m 43s), Accuracy: 0.000(33.140), Loss: 1.629(1.538), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][350/3100], Elapsed 1m 50s (remain 14m 26s), Accuracy: 25.000(32.977), Loss: 1.485(1.537), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][400/3100], Elapsed 2m 6s (remain 14m 9s), Accuracy: 25.000(32.793), Loss: 1.660(1.536), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][450/3100], Elapsed 2m 21s (remain 13m 53s), Accuracy: 75.000(32.539), Loss: 1.308(1.535), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [2][500/3100], Elapsed 2m 37s (remain 13m 37s), Accuracy: 25.000(32.535), Loss: 1.558(1.534), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][550/3100], Elapsed 2m 53s (remain 13m 22s), Accuracy: 25.000(32.804), Loss: 1.597(1.531), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][600/3100], Elapsed 3m 9s (remain 13m 6s), Accuracy: 25.000(32.820), Loss: 1.490(1.529), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][650/3100], Elapsed 3m 24s (remain 12m 50s), Accuracy: 50.000(32.873), Loss: 1.327(1.526), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][700/3100], Elapsed 3m 40s (remain 12m 34s), Accuracy: 100.000(33.238), Loss: 1.183(1.522), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][750/3100], Elapsed 3m 56s (remain 12m 18s), Accuracy: 75.000(33.822), Loss: 1.195(1.518), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][800/3100], Elapsed 4m 11s (remain 12m 2s), Accuracy: 50.000(34.082), Loss: 1.285(1.515), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][850/3100], Elapsed 4m 27s (remain 11m 46s), Accuracy: 50.000(34.459), Loss: 1.240(1.513), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [2][900/3100], Elapsed 4m 43s (remain 11m 31s), Accuracy: 50.000(34.489), Loss: 1.361(1.513), LR: 0.000006
