[GPU 0]: Config File
{'id': 21, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 32, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'RangerLars', 'scheduler': 'CosineAnnealingWarmRestarts', 'LR': 7e-06, 'T_0': 500, 'T_max': 10, 'T_mult': 5, 'min_lr': 1e-06, 'max_lr': 0.0001, 'no_batches': 'NA', 'warmup_epochs': 1, 'cosine_epochs': 14, 'epochs': 15, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [HorizontalFlip(always_apply=False, p=0.5), VerticalFlip(always_apply=False, p=0.5), RandomRotate90(always_apply=False, p=0.5)], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': 0, 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:0][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 24m 14s), Accuracy: 0.000(0.000), Loss: 1.683(1.683), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][50/3100], Elapsed 0m 15s (remain 15m 56s), Accuracy: 50.000(15.196), Loss: 1.604(1.658), LR: 0.000007
[GPU cuda:0][TRAIN] Epoch: [1][100/3100], Elapsed 0m 31s (remain 15m 43s), Accuracy: 25.000(16.584), Loss: 1.498(1.650), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][150/3100], Elapsed 0m 47s (remain 15m 29s), Accuracy: 25.000(16.556), Loss: 1.455(1.650), LR: 0.000006
[GPU cuda:0][TRAIN] Epoch: [1][200/3100], Elapsed 1m 3s (remain 15m 14s), Accuracy: 0.000(17.040), Loss: 1.639(1.656), LR: 0.000005
[GPU cuda:0][TRAIN] Epoch: [1][250/3100], Elapsed 1m 19s (remain 14m 58s), Accuracy: 25.000(17.331), Loss: 1.710(1.654), LR: 0.000004
[GPU cuda:0][TRAIN] Epoch: [1][300/3100], Elapsed 1m 34s (remain 14m 42s), Accuracy: 25.000(17.525), Loss: 1.539(1.651), LR: 0.000003
[GPU cuda:0][TRAIN] Epoch: [1][350/3100], Elapsed 1m 50s (remain 14m 26s), Accuracy: 50.000(18.376), Loss: 1.569(1.649), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][400/3100], Elapsed 2m 6s (remain 14m 10s), Accuracy: 0.000(18.454), Loss: 1.854(1.647), LR: 0.000002
[GPU cuda:0][TRAIN] Epoch: [1][450/3100], Elapsed 2m 22s (remain 13m 55s), Accuracy: 50.000(19.235), Loss: 1.468(1.641), LR: 0.000001
[GPU cuda:0][TRAIN] Epoch: [1][500/3100], Elapsed 2m 37s (remain 13m 39s), Accuracy: 25.000(19.162), Loss: 1.733(1.640), LR: 0.000007
