[GPU 1]: Config File
{'id': 4, 'model_name': 'swin_large_patch4_window12_384_in22k', 'dropout': 0.5, 'size': 384, 'batch_size_t': 4, 'batch_size_v': 8, 'n_targets': 5, 'criterion': 'CrossEntropyLoss', 'gradient_accumulation_steps': 1, 'max_gradient_norm': None, 'optimizer': 'Adam', 'scheduler': 'OneCycleLR', 'LR': 2e-05, 'T_0': 200, 'T_max': 10, 'T_mult': 2, 'min_lr': 1e-06, 'max_lr': 2e-05, 'no_batches': 3100, 'warmup_epochs': 1, 'cosine_epochs': 11, 'epochs': 12, 'update_per_batch': True, 'num_workers': 4, 'n_folds': 5, 'train_transforms': [], 'valid_transforms': [], 'observations': None, 'use_swa': True, 'swa_lr': 0.01, 'swa_epoch': [7, 8, 9, 10, 11, 12], 'use_sam': True, 'use_asam': True, 'asam_rho': 0.1, 'print_freq': 50, 'one_fold': True, 'use_apex': True, 'distributed_training': False, 'save_to_log': True}
================================================== Training Fold: 0 ==================================================
[GPU cuda:1][TRAIN] Epoch: [1][0/3100], Elapsed 0m 0s (remain 23m 28s), Accuracy: 0.000(0.000), Loss: 1.718(1.718), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][50/3100], Elapsed 0m 12s (remain 12m 2s), Accuracy: 50.000(15.686), Loss: 1.539(1.658), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][100/3100], Elapsed 0m 23s (remain 11m 45s), Accuracy: 25.000(16.337), Loss: 1.511(1.643), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][150/3100], Elapsed 0m 35s (remain 11m 33s), Accuracy: 50.000(18.212), Loss: 1.479(1.636), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][200/3100], Elapsed 0m 47s (remain 11m 21s), Accuracy: 25.000(18.284), Loss: 1.536(1.634), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][250/3100], Elapsed 0m 59s (remain 11m 10s), Accuracy: 25.000(17.829), Loss: 1.629(1.632), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][300/3100], Elapsed 1m 10s (remain 10m 58s), Accuracy: 0.000(18.937), Loss: 1.679(1.627), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][350/3100], Elapsed 1m 22s (remain 10m 46s), Accuracy: 25.000(19.231), Loss: 1.637(1.625), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][400/3100], Elapsed 1m 34s (remain 10m 34s), Accuracy: 25.000(19.638), Loss: 1.743(1.621), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][450/3100], Elapsed 1m 45s (remain 10m 22s), Accuracy: 50.000(20.732), Loss: 1.449(1.616), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][500/3100], Elapsed 1m 57s (remain 10m 10s), Accuracy: 0.000(21.008), Loss: 1.612(1.614), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][550/3100], Elapsed 2m 9s (remain 9m 58s), Accuracy: 25.000(21.597), Loss: 1.600(1.612), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][600/3100], Elapsed 2m 21s (remain 9m 46s), Accuracy: 25.000(22.088), Loss: 1.603(1.610), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][650/3100], Elapsed 2m 32s (remain 9m 35s), Accuracy: 25.000(22.542), Loss: 1.591(1.607), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][700/3100], Elapsed 2m 44s (remain 9m 23s), Accuracy: 75.000(23.110), Loss: 1.337(1.604), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][750/3100], Elapsed 2m 56s (remain 9m 11s), Accuracy: 50.000(24.001), Loss: 1.452(1.599), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][800/3100], Elapsed 3m 8s (remain 8m 59s), Accuracy: 50.000(24.532), Loss: 1.408(1.597), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][850/3100], Elapsed 3m 19s (remain 8m 47s), Accuracy: 50.000(25.029), Loss: 1.400(1.594), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][900/3100], Elapsed 3m 31s (remain 8m 36s), Accuracy: 50.000(25.139), Loss: 1.532(1.595), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][950/3100], Elapsed 3m 43s (remain 8m 24s), Accuracy: 50.000(25.342), Loss: 1.467(1.593), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1000/3100], Elapsed 3m 54s (remain 8m 12s), Accuracy: 25.000(25.849), Loss: 1.646(1.590), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1050/3100], Elapsed 4m 6s (remain 8m 0s), Accuracy: 0.000(26.261), Loss: 1.624(1.586), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1100/3100], Elapsed 4m 18s (remain 7m 49s), Accuracy: 25.000(26.862), Loss: 1.738(1.582), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1150/3100], Elapsed 4m 30s (remain 7m 37s), Accuracy: 25.000(27.302), Loss: 1.490(1.578), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1200/3100], Elapsed 4m 41s (remain 7m 25s), Accuracy: 75.000(27.810), Loss: 1.291(1.573), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1250/3100], Elapsed 4m 53s (remain 7m 14s), Accuracy: 25.000(28.397), Loss: 1.682(1.568), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1300/3100], Elapsed 5m 5s (remain 7m 2s), Accuracy: 0.000(28.920), Loss: 1.637(1.562), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1350/3100], Elapsed 5m 17s (remain 6m 50s), Accuracy: 50.000(29.238), Loss: 1.150(1.556), LR: 0.000001
[GPU cuda:1][TRAIN] Epoch: [1][1400/3100], Elapsed 5m 28s (remain 6m 38s), Accuracy: 50.000(29.479), Loss: 1.241(1.551), LR: 0.000002
